,title,cast,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,director,Action,Adventure,Animation,Fantasy,Science Fiction,Romance,TV Movie,Crime,Thriller,Horror,Drama,Comedy,Foreign,Family,Mystery,War,History,Documentary,Music,Western,Steven Spielberg,Clint Eastwood,Ridley Scott,Robert Rodriguez,Martin Scorsese,Renny Harlin,Steven Soderbergh,Tim Burton,Oliver Stone,Robert Zemeckis,Brian De Palma,Woody Allen,Michael Bay,Joel Schumacher,Tony Scott,Bobby Farrelly,Ron Howard,Kevin Smith,Paul W.S. Anderson,David Fincher,Richard Donner,Rob Reiner,Shawn Levy,Richard Linklater,Wes Craven,Francis Ford Coppola,John Carpenter,Spike Lee,Barry Levinson,Chris Columbus,Peter Jackson,Joel Coen,M. Night Shyamalan,Rob Cohen,Adam Shankman,Quentin Tarantino,Christopher Nolan,Antoine Fuqua,Danny Boyle,Dennis Dugan,Bryan Singer,Roland Emmerich,John McTiernan,Alfred Hitchcock,Sam Raimi,F. Gary Gray,Stephen Frears,Todd Phillips,John Singleton,Phillip Noyce,Doug Liman,Zack Snyder,Lasse Hallström,James Cameron,Tom Shadyac,Harold Ramis,Martin Campbell,Jay Roach,Simon West,Sam Mendes,George Miller,Edward Zwick,Marc Forster,Ang Lee,Gore Verbinski,Wolfgang Petersen,Wes Anderson,Brett Ratner,Barry Sonnenfeld,Guy Ritchie,Garry Marshall,Paramount Pictures,Universal Pictures,Columbia Pictures,Twentieth Century Fox Film Corporation,New Line Cinema,Walt Disney Pictures,Village Roadshow Pictures,United Artists,Miramax Films,Columbia Pictures Corporation,Warner Bros.,DreamWorks SKG
2308,Land of the Dead,"['Simon Baker', 'John Leguizamo', 'Dennis Hopper']",15000000.0,['Horror'],en,15.262492000000002,"['Universal Pictures', 'Atmosphere Entertainment MM', 'Romero-Grunwald Productions']","['Canada', 'France', 'United States of America']",2005-06-24,46770602.0,93.0,"['English', 'Français', 'Italiano', 'Polski', 'Español']",6.0,381.0,George A. Romero,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2310,Fear and Loathing in Las Vegas,"['Johnny Depp', 'Benicio del Toro', 'Tobey Maguire']",18500000.0,"['Adventure', 'Drama', 'Comedy']",en,44.511363,"['Universal Pictures', 'Summit Entertainment', 'Rhino Films']",['United States of America'],1998-05-22,10680275.0,118.0,['English'],7.2,1301.0,Terry Gilliam,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2311,The Invention of Lying,"['Ricky Gervais', 'Jennifer Garner', 'Jonah Hill']",18500000.0,"['Comedy', 'Romance', 'Fantasy']",en,16.665841,"['Media Rights Capital', 'Lin Pictures', 'Warner Bros.']",['United States of America'],2009-09-13,31912793.0,100.0,"['English', 'Português']",6.0,518.0,Ricky Gervais,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2312,Neighbors,"['Seth Rogen', 'Zac Efron', 'Rose Byrne']",18000000.0,['Comedy'],en,36.471231,"['Universal Pictures', 'Point Grey Pictures', 'Good Universe']",['United States of America'],2014-05-08,268157400.0,96.0,['English'],6.2,2713.0,Nicholas Stoller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2313,The Mask,"['Jim Carrey', 'Cameron Diaz', 'Nancy Fish']",23000000.0,"['Romance', 'Comedy', 'Crime', 'Fantasy']",en,85.30318,"['New Line Cinema', 'Dark Horse Entertainment']",['United States of America'],1994-07-29,351583407.0,101.0,"['svenska', 'English']",6.6,2472.0,Chuck Russell,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2314,Big,"['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia']",18000000.0,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",en,20.716023,"['Gracie Films', 'Twentieth Century Fox Film Corporation', 'American Entertainment Partners II L.P.']",['United States of America'],1988-06-03,151668774.0,104.0,['English'],6.9,993.0,Penny Marshall,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2315,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"['Sacha Baron Cohen', 'Ken Davitian', 'Luenell']",18000000.0,['Comedy'],en,29.487784,"['Twentieth Century Fox Film Corporation', 'Four By Two Productions']",['United States of America'],2006-11-01,261572744.0,82.0,"['English', 'עִבְרִית', 'қазақ']",6.5,1579.0,Larry Charles,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2316,Legally Blonde,"['Reese Witherspoon', 'Luke Wilson', 'Selma Blair']",18000000.0,['Comedy'],en,25.43954,"['Marc Platt Productions', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2001-07-13,141774679.0,96.0,['English'],6.1,882.0,Robert Luketic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,Star Trek III: The Search for Spock,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",18000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,15.314027,['Paramount Pictures'],['United States of America'],1984-05-31,87000000.0,105.0,"['English', 'Pусский']",6.4,434.0,Leonard Nimoy,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2318,The Exorcism of Emily Rose,"['Laura Linney', 'Tom Wilkinson', 'Campbell Scott']",19000000.0,"['Crime', 'Drama', 'Horror', 'Thriller']",en,32.602868,"['Lakeshore Entertainment', 'Firm Films', 'Screen Gems']",['United States of America'],2005-09-09,144216468.0,122.0,['English'],6.3,659.0,Scott Derrickson,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,Deuce Bigalow: Male Gigolo,"['Rob Schneider', 'William Forsythe', 'Eddie Griffin']",17000000.0,['Comedy'],en,9.832326,"['Happy Madison Productions', 'Quinta Communications', 'Touchstone Pictures']",['United States of America'],1999-12-10,65535067.0,88.0,['English'],5.5,308.0,Mike Mitchell,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,Left Behind,"['Nicolas Cage', 'Chad Michael Murray', 'Lea Thompson']",16000000.0,"['Thriller', 'Action', 'Science Fiction']",en,33.452469,['Stoney Lake Entertainment'],['United States of America'],2014-10-03,19682924.0,110.0,['English'],3.7,392.0,Vic Armstrong,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,Barbershop 2:  Back in Business,"['Ice Cube', 'Cedric the Entertainer', 'Sean Patrick Thomas']",18000000.0,"['Comedy', 'Drama']",en,6.5018150000000015,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],2004-01-20,65070412.0,106.0,['English'],5.6,74.0,Kevin Rodney Sullivan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,Bad Santa,"['Billy Bob Thornton', 'Tony Cox', 'Brett Kelly']",23000000.0,"['Drama', 'Comedy', 'Crime']",en,26.58873,"['Columbia Pictures', 'Triptych Pictures', 'Dimension Films (US version)']","['Germany', 'United States of America']",2003-11-26,76488889.0,91.0,['English'],6.5,656.0,Terry Zwigoff,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2324,Austin Powers: International Man of Mystery,"['Mike Myers', 'Elizabeth Hurley', 'Michael York']",16500000.0,"['Science Fiction', 'Comedy', 'Crime']",en,36.15716,"['New Line Cinema', 'Capella International', '""Erics Boy""']","['Germany', 'United States of America']",1997-05-02,67683989.0,94.0,['English'],6.5,1013.0,Jay Roach,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2325,My Big Fat Greek Wedding 2,"['John Corbett', 'Elena Kampouris', 'Nia Vardalos']",18000000.0,"['Romance', 'Comedy', 'Family']",en,16.027955,"['Universal Pictures', 'Playtone', 'HBO Films']","['Canada', 'United States of America']",2016-03-23,88923251.0,94.0,['English'],5.5,322.0,Kirk Jones,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2326,Diary of a Wimpy Kid: Rodrick Rules,"['Zachary Gordon', 'Devon Bostick', 'Rachael Harris']",21000000.0,"['Family', 'Comedy']",en,14.329891,"['Fox 2000 Pictures', 'Color Force']",['United States of America'],2011-03-25,72417394.0,99.0,['English'],6.3,238.0,David Bowers,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,Predator,"['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo']",18000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,50.009408,"['Twentieth Century Fox Film Corporation', 'Lawrence Gordon Productions', 'Davis Entertainment']",['United States of America'],1987-06-11,98235548.0,107.0,"['English', 'Español']",7.3,2093.0,John McTiernan,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2328,Amadeus,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']",18000000.0,"['Drama', 'History', 'Music']",en,31.82675,['Warner Bros.'],['United States of America'],1984-10-26,51973029.0,160.0,"['English', 'Deutsch', 'Italiano', 'Latin']",7.8,1076.0,Miloš Forman,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2330,Mean Girls,"['Lindsay Lohan', 'Rachel McAdams', 'Tim Meadows']",17000000.0,['Comedy'],en,36.423717,"['Paramount Pictures', 'Broadway Video', 'M.G. Films']",['United States of America'],2004-04-30,129042871.0,97.0,"['Kiswahili', 'English', 'Deutsch', 'TiếngViệt']",6.9,2320.0,Mark Waters,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2332,Gosford Park,"['Helen Mirren', 'Clive Owen', 'Maggie Smith']",19800000.0,"['Drama', 'Mystery', 'Thriller']",en,11.693272,['USA Films'],"['Germany', 'United Kingdom', 'United States of America']",2001-11-07,87754044.0,137.0,['English'],6.8,246.0,Robert Altman,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,Peggy Sue Got Married,"['Kathleen Turner', 'Nicolas Cage', 'Barry Miller']",18000000.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",en,12.243887,"['American Zoetrope', 'TriStar Pictures']",['United States of America'],1986-10-05,41382841.0,103.0,['English'],5.9,136.0,Francis Ford Coppola,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,Birdman,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis']",18000000.0,"['Drama', 'Comedy']",en,89.811154,"['Worldview Entertainment', 'New Regency Pictures', 'TSG Entertainment']",['United States of America'],2014-08-27,103215094.0,119.0,['English'],7.4,4535.0,Alejandro González Iñárritu,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,Blue Jasmine,"['Cate Blanchett', 'Alec Baldwin', 'Sally Hawkins']",18000000.0,"['Comedy', 'Drama']",en,34.694216,['Perdido Productions'],['United States of America'],2013-07-25,99206215.0,98.0,['English'],7.0,1098.0,Woody Allen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,United 93,"['J.J. Johnson', 'Polly Adams', 'Trish Gates']",15000000.0,"['Drama', 'History', 'Crime', 'Thriller', 'Action']",en,17.501379999999994,"['Universal Pictures', 'StudioCanal', 'Sidney Kimmel Entertainment']","['France', 'United Kingdom', 'United States of America']",2006-04-28,76286096.0,111.0,"['English', 'العربية', 'Deutsch']",6.9,367.0,Paul Greengrass,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2337,Honey,"['Jessica Alba', 'Mekhi Phifer', 'Joy Bryant']",18000000.0,"['Romance', 'Music', 'Family']",en,18.492655,"['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']",['United States of America'],2003-11-24,62646763.0,94.0,['English'],6.0,303.0,Bille Woodruff,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2339,The Fog,"['Adrienne Barbeau', 'Jamie Lee Curtis', 'Janet Leigh']",1000000.0,['Horror'],en,14.518598,"['AVCO Embassy Pictures', 'EDI', 'Debra Hill Productions']",['United States of America'],1980-02-08,21378361.0,89.0,['English'],6.4,311.0,John Carpenter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,Soul Surfer,"['AnnaSophia Robb', 'Helen Hunt', 'Lorraine Nicholson']",18000000.0,"['Action', 'Drama']",en,19.234672,"['Mandalay Pictures', 'TriStar Pictures', 'Brookwell-McNamara Entertainment']",['United States of America'],2011-04-08,47088990.0,106.0,['English'],6.9,342.0,Sean McNamara,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,Catch-22,"['Alan Arkin', 'Martin Balsam', 'Richard Benjamin']",18000000.0,"['War', 'Comedy', 'Drama']",en,4.504377,"['Paramount Pictures', 'Filmways Productions']",['United States of America'],1970-06-24,24911670.0,121.0,"['English', 'Italiano']",6.7,72.0,Mike Nichols,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2343,Conan the Destroyer,"['Arnold Schwarzenegger', 'Grace Jones', 'Wilt Chamberlain']",18000000.0,"['Adventure', 'Fantasy', 'Action']",en,18.379124,['De Laurentiis Entertainment Group'],['United States of America'],1984-06-29,100000000.0,103.0,['English'],5.8,383.0,Richard Fleischer,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,Raging Bull,"['Robert De Niro', 'Joe Pesci', 'Cathy Moriarty']",18000000.0,['Drama'],en,35.524457,['United Artists'],['United States of America'],1980-11-14,23000000.0,129.0,['English'],7.7,938.0,Martin Scorsese,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2345,Love Happens,"['Aaron Eckhart', 'Jennifer Aniston', 'Judy Greer']",18000000.0,"['Drama', 'Romance']",en,13.472365,"['Universal Pictures', 'Stuber Productions', 'Camp / Thompson Pictures']","['Canada', 'United Kingdom', 'United States of America']",2009-09-18,36133014.0,109.0,['English'],5.6,180.0,Brandon Camp,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2348,127 Hours,"['James Franco', 'Kate Mara', 'Amber Tamblyn']",18000000.0,"['Adventure', 'Drama', 'Thriller']",en,52.464877,"['Fox Searchlight Pictures', 'Warner Bros.', 'Cloud Eight Films']","['United Kingdom', 'United States of America']",2010-11-05,35692920.0,94.0,['English'],7.0,2606.0,Danny Boyle,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2350,Center Stage,"['Amanda Schull', 'Zoe Saldana', 'Susan May Pratt']",18000000.0,"['Drama', 'Music']",en,6.961736,['Columbia Pictures'],['United States of America'],2000-05-12,17200925.0,115.0,['English'],6.8,90.0,Nicholas Hytner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2351,Love the Coopers,"['Steve Martin', 'Diane Keaton', 'John Goodman']",17000000.0,"['Comedy', 'Family']",en,9.191187,"['Imagine Entertainment', 'Groundswell Productions', 'CBS Films']",['United States of America'],2015-11-12,24000000.0,107.0,['English'],5.4,167.0,Jessie Nelson,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,Catch That Kid,"['Kristen Stewart', 'Corbin Bleu', 'Max Thieriot']",18000000.0,"['Family', 'Action', 'Adventure']",en,4.492858999999998,"['Fox 2000 Pictures', 'Mad Chance', 'Nimbus Film Productions']",['United States of America'],2004-02-06,16702864.0,92.0,['English'],4.9,76.0,Bart Freundlich,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
